"","ensemblGeneID","geneLength","geneName","geneBiotype"
"33364","ENSG00000236481",294,"LINC02195","lncRNA"
"33365","ENSG00000236483",841,"MTND2P40","unprocessed_pseudogene"
"33366","ENSG00000236484",652,"RRM2P2","processed_pseudogene"
"33367","ENSG00000236485",840,"LINC01945","lncRNA"
"33368","ENSG00000236487",416,"AC079168.2","processed_pseudogene"
"33369","ENSG00000236489",299,"AC133473.1","processed_pseudogene"
"33370","ENSG00000236491",730,"AC234771.4","unprocessed_pseudogene"
"33371","ENSG00000236493",999,"EIF2S2P3","processed_pseudogene"
"33372","ENSG00000236494",2830,"AC008080.4","lncRNA"
"33373","ENSG00000236495",1248,"AL158168.1","lncRNA"
"33374","ENSG00000236496",986,"GPS2P1","processed_pseudogene"
"33375","ENSG00000236497",2269,"LINC01744","lncRNA"
"33376","ENSG00000236498",802,"AC107081.2","lncRNA"
"33377","ENSG00000236499",2128,"LINC00896","lncRNA"
"33378","ENSG00000236500",225,"CD24P1","processed_pseudogene"
"33379","ENSG00000236501",6843,"AC074286.1","lncRNA"
"33380","ENSG00000236502",1151,"SIX3-AS1","lncRNA"
"33381","ENSG00000236503",460,"AC009784.1","processed_pseudogene"
"33382","ENSG00000236504",835,"AC087499.5","unprocessed_pseudogene"
"33383","ENSG00000236505",126,"AL356379.1","unprocessed_pseudogene"
"33384","ENSG00000236507",3817,"BX470209.2","lncRNA"
"33385","ENSG00000236508",476,"ATP13A5-AS1","lncRNA"
"33386","ENSG00000236509",476,"RPL21P133","processed_pseudogene"
"33387","ENSG00000236510",856,"AC011284.1","lncRNA"
"33388","ENSG00000236511",5268,"LINC01231","lncRNA"
"33389","ENSG00000236512",457,"AL390026.1","processed_pseudogene"
"33390","ENSG00000236513",1184,"AC074035.1","lncRNA"
"33391","ENSG00000236514",826,"AL135791.1","lncRNA"
"33392","ENSG00000236516",1225,"KLF2P4","processed_pseudogene"
"33393","ENSG00000236519",1031,"LINC01424","lncRNA"
"33394","ENSG00000236520",698,"GPC6-AS1","lncRNA"
"33395","ENSG00000236521",3310,"NPAP1P4","processed_pseudogene"
"33396","ENSG00000236523",733,"NPM1P40","processed_pseudogene"
"33397","ENSG00000236525",1200,"AC007278.2","lncRNA"
"33398","ENSG00000236526",1831,"AL035448.1","lncRNA"
"33399","ENSG00000236527",526,"ARF4P2","processed_pseudogene"
"33400","ENSG00000236528",849,"AL033528.2","lncRNA"
"33401","ENSG00000236529",2342,"AC093582.1","lncRNA"
"33402","ENSG00000236530",1591,"KPNA2P1","processed_pseudogene"
"33403","ENSG00000236531",758,"AC006013.1","lncRNA"
"33404","ENSG00000236532",5319,"LINC01695","lncRNA"
"33405","ENSG00000236533",399,"AC009413.1","processed_pseudogene"
"33406","ENSG00000236534",403,"H3F3BP1","processed_pseudogene"
"33407","ENSG00000236535",448,"RC3H1-IT1","lncRNA"
"33408","ENSG00000236536",692,"AC003986.3","lncRNA"
"33409","ENSG00000236538",417,"ZNF863P","processed_pseudogene"
"33410","ENSG00000236539",9714,"HNRNPA1P54","processed_pseudogene"
"33411","ENSG00000236540",2267,"AC006547.1","lncRNA"
"33412","ENSG00000236541",953,"VN2R9P","unitary_pseudogene"
"33413","ENSG00000236542",530,"MED28P7","processed_pseudogene"
"33414","ENSG00000236543",835,"AL354761.1","protein_coding"
"33415","ENSG00000236544",534,"AC008060.3","lncRNA"
"33416","ENSG00000236545",587,"AP001619.2","lncRNA"
"33417","ENSG00000236546",785,"AL033527.2","lncRNA"
"33418","ENSG00000236548",12149,"RNF217-AS1","lncRNA"
"33419","ENSG00000236549",455,"RPS27AP7","processed_pseudogene"
"33420","ENSG00000236550",246,"AL109809.3","unprocessed_pseudogene"
"33421","ENSG00000236552",612,"RPL13AP5","processed_pseudogene"
"33422","ENSG00000236554",1306,"ASNSP3","processed_pseudogene"
"33423","ENSG00000236555",248,"AC115115.1","processed_pseudogene"
"33424","ENSG00000236556",336,"AC025038.1","lncRNA"
"33425","ENSG00000236559",374,"AL117381.1","lncRNA"
"33426","ENSG00000236562",385,"AC116049.1","processed_pseudogene"
"33427","ENSG00000236564",1382,"YWHAQP5","processed_pseudogene"
"33428","ENSG00000236565",833,"HNRNPA3P5","processed_pseudogene"
"33429","ENSG00000236567",1937,"TCF3P1","processed_pseudogene"
"33430","ENSG00000236569",928,"HNRNPA1P73","processed_pseudogene"
"33431","ENSG00000236570",1227,"RAD23BP1","processed_pseudogene"
"33432","ENSG00000236571",180,"AC245102.2","processed_pseudogene"
"33433","ENSG00000236572",384,"AC006369.2","lncRNA"
"33434","ENSG00000236574",192,"AC092634.5","processed_pseudogene"
"33435","ENSG00000236576",1099,"AC241520.1","processed_pseudogene"
"33436","ENSG00000236577",219,"SNRPGP14","processed_pseudogene"
"33437","ENSG00000236580",316,"AC073626.2","processed_pseudogene"
"33438","ENSG00000236581",5800,"STARD13-AS","lncRNA"
"33439","ENSG00000236582",851,"PRPF38AP2","processed_pseudogene"
"33440","ENSG00000236583",1412,"AP004290.1","processed_pseudogene"
"33441","ENSG00000236590",675,"MTATP6P4","unprocessed_pseudogene"
"33442","ENSG00000236591",130,"AL357992.1","lncRNA"
"33443","ENSG00000236592",312,"S100A11P2","processed_pseudogene"
"33444","ENSG00000236594",454,"RPS27AP14","processed_pseudogene"
"33445","ENSG00000236595",992,"MED15P5","processed_pseudogene"
"33446","ENSG00000236596",1284,"AC092568.1","processed_pseudogene"
"33447","ENSG00000236597",11,"IGHD7-27","IG_D_gene"
"33448","ENSG00000236599",329,"ELOCP26","processed_pseudogene"
"33449","ENSG00000236601",1095,"AL732372.1","lncRNA"
"33450","ENSG00000236603",651,"RANP1","processed_pseudogene"
"33451","ENSG00000236604",576,"LYPLA2P3","processed_pseudogene"
"33452","ENSG00000236605",574,"AC023115.1","lncRNA"
"33453","ENSG00000236606",408,"AC022028.1","processed_pseudogene"
"33454","ENSG00000236607",536,"EEF1DP8","processed_pseudogene"
"33455","ENSG00000236608",1210,"EIF4A1P6","processed_pseudogene"
"33456","ENSG00000236609",3864,"ZNF853","protein_coding"
"33457","ENSG00000236610",949,"SOCS5P1","processed_pseudogene"
"33458","ENSG00000236611",346,"LINC02556","lncRNA"
"33459","ENSG00000236612",104,"KRTAP19-11P","unprocessed_pseudogene"
"33460","ENSG00000236615",226,"AC010086.2","unprocessed_pseudogene"
"33461","ENSG00000236616",631,"BAK1P2","processed_pseudogene"
"33462","ENSG00000236617",555,"AC127070.1","lncRNA"
"33463","ENSG00000236618",542,"PITPNA-AS1","lncRNA"
"33464","ENSG00000236620",1116,"XKRYP3","unprocessed_pseudogene"
"33465","ENSG00000236626",1603,"MTND5P17","processed_pseudogene"
"33466","ENSG00000236627",1122,"AL590302.2","lncRNA"
"33467","ENSG00000236634",588,"AC016903.1","lncRNA"
"33468","ENSG00000236635",1415,"LINC02540","lncRNA"
"33469","ENSG00000236636",432,"AL627308.2","processed_pseudogene"
"33470","ENSG00000236637",978,"IFNA4","protein_coding"
"33471","ENSG00000236638",392,"AC006455.7","processed_pseudogene"
"33472","ENSG00000236641",1280,"Z99916.1","lncRNA"
"33473","ENSG00000236643",617,"AL354928.1","lncRNA"
"33474","ENSG00000236646",270,"LAMTOR5P1","processed_pseudogene"
"33475","ENSG00000236647",672,"AC009947.2","unprocessed_pseudogene"
"33476","ENSG00000236648",1328,"LINC02810","lncRNA"
"33477","ENSG00000236651",950,"DLX2-DT","lncRNA"
"33478","ENSG00000236653",3968,"LINC01923","lncRNA"
"33479","ENSG00000236654",207,"AC079780.1","processed_pseudogene"
"33480","ENSG00000236655",462,"AC023347.2","processed_pseudogene"
"33481","ENSG00000236656",2597,"AL365440.2","lncRNA"
"33482","ENSG00000236658",462,"AL161733.1","lncRNA"
"33483","ENSG00000236662",342,"AL133215.1","lncRNA"
"33484","ENSG00000236663",422,"FRGCA","lncRNA"
"33485","ENSG00000236664",254,"AC011998.3","lncRNA"
"33486","ENSG00000236665",536,"AC114808.2","lncRNA"
"33487","ENSG00000236666",2566,"POTEH-AS1","lncRNA"
"33488","ENSG00000236667",469,"AC104076.2","processed_pseudogene"
"33489","ENSG00000236668",2146,"AC006450.3","lncRNA"
"33490","ENSG00000236670",1291,"KRT18P5","processed_pseudogene"
"33491","ENSG00000236671",6307,"PRKG1-AS1","lncRNA"
"33492","ENSG00000236673",3017,"AL117378.1","lncRNA"
"33493","ENSG00000236674",1357,"AL049636.1","processed_pseudogene"
"33494","ENSG00000236675",838,"MTX1P1","unprocessed_pseudogene"
"33495","ENSG00000236676",641,"AC117944.1","lncRNA"
"33496","ENSG00000236677",446,"AP000688.4","lncRNA"
"33497","ENSG00000236678",3977,"LINC00347","lncRNA"
"33498","ENSG00000236679",385,"RPL23AP24","processed_pseudogene"
"33499","ENSG00000236680",1238,"AL356000.1","processed_pseudogene"
"33500","ENSG00000236681",523,"DSTNP5","processed_pseudogene"
"33501","ENSG00000236682",3254,"MAP3K2-DT","lncRNA"
"33502","ENSG00000236683",1062,"HMGA1P1","processed_pseudogene"
"33503","ENSG00000236686",1240,"BZW1P1","processed_pseudogene"
"33504","ENSG00000236687",829,"AL160271.2","lncRNA"
"33505","ENSG00000236689",677,"MTCO2P21","unprocessed_pseudogene"
"33506","ENSG00000236690",662,"AC007274.2","unprocessed_pseudogene"
"33507","ENSG00000236691",244,"NDUFA4P2","processed_pseudogene"
"33508","ENSG00000236692",1546,"AC099654.3","unprocessed_pseudogene"
"33509","ENSG00000236695",931,"HNRNPA1P47","processed_pseudogene"
"33510","ENSG00000236698",435,"EIF1AXP1","processed_pseudogene"
"33511","ENSG00000236699",7580,"ARHGEF38","protein_coding"
"33512","ENSG00000236700",4418,"LINC01010","lncRNA"
"33513","ENSG00000236701",1012,"AL512594.1","processed_pseudogene"
"33514","ENSG00000236703",449,"MYB-AS1","lncRNA"
"33515","ENSG00000236704",1199,"CNOT4P1","processed_pseudogene"
"33516","ENSG00000236708",982,"AC073316.3","lncRNA"
"33517","ENSG00000236709",702,"DAPK1-IT1","lncRNA"
"33518","ENSG00000236710",730,"AC108448.2","processed_pseudogene"
"33519","ENSG00000236711",504,"SMAD9-IT1","lncRNA"
"33520","ENSG00000236712",373,"AC079448.1","processed_pseudogene"
"33521","ENSG00000236713",373,"AL356292.1","processed_pseudogene"
"33522","ENSG00000236714",3601,"LINC01844","lncRNA"
"33523","ENSG00000236716",517,"AL355376.1","lncRNA"
"33524","ENSG00000236717",210,"AL354751.2","unprocessed_pseudogene"
"33525","ENSG00000236718",1623,"RBMY2QP","transcribed_unprocessed_pseudogene"
"33526","ENSG00000236719",1838,"OVAAL","lncRNA"
"33527","ENSG00000236720",1904,"LINC01741","lncRNA"
"33528","ENSG00000236722",367,"AC116036.1","processed_pseudogene"
"33529","ENSG00000236723",1227,"AL606760.2","lncRNA"
"33530","ENSG00000236724",243,"AL137071.1","lncRNA"
"33531","ENSG00000236731",505,"AL135929.2","unprocessed_pseudogene"
"33532","ENSG00000236732",472,"AC094019.2","unprocessed_pseudogene"
"33533","ENSG00000236733",516,"AL354794.1","lncRNA"
"33534","ENSG00000236735",375,"RPL31P63","processed_pseudogene"
"33535","ENSG00000236736",1332,"UQCRC2P1","processed_pseudogene"
"33536","ENSG00000236737",117,"GAGE12B","protein_coding"
"33537","ENSG00000236739",535,"CLIC4P1","processed_pseudogene"
"33538","ENSG00000236740",3227,"AL033384.1","lncRNA"
"33539","ENSG00000236741",451,"Z98751.2","processed_pseudogene"
"33540","ENSG00000236744",439,"AC016822.1","lncRNA"
"33541","ENSG00000236745",642,"YRDCP2","processed_pseudogene"
"33542","ENSG00000236747",1426,"LINC01282","lncRNA"
"33543","ENSG00000236748",583,"AC009500.1","processed_pseudogene"
"33544","ENSG00000236750",347,"AC009237.9","processed_pseudogene"
"33545","ENSG00000236751",2526,"LINC01186","lncRNA"
"33546","ENSG00000236753",8638,"MKLN1-AS","lncRNA"
"33547","ENSG00000236754",1960,"AC007666.1","lncRNA"
"33548","ENSG00000236756",3260,"DNAJC9-AS1","lncRNA"
"33549","ENSG00000236758",1059,"MTUS2-AS2","lncRNA"
"33550","ENSG00000236760",952,"AC019118.2","lncRNA"
"33551","ENSG00000236761",2577,"CTAGE9","protein_coding"
"33552","ENSG00000236762",588,"RPL19P16","processed_pseudogene"
"33553","ENSG00000236763",379,"TRMT112P4","processed_pseudogene"
"33554","ENSG00000236764",250,"COX7A2P2","processed_pseudogene"
"33555","ENSG00000236768",547,"AC124916.1","processed_pseudogene"
"33556","ENSG00000236769",1821,"LINC02659","lncRNA"
"33557","ENSG00000236770",857,"AC079325.1","unprocessed_pseudogene"
"33558","ENSG00000236772",986,"AL034550.1","lncRNA"
"33559","ENSG00000236773",231,"AC092809.3","processed_pseudogene"
"33560","ENSG00000236775",1256,"AL512637.2","processed_pseudogene"
"33561","ENSG00000236776",460,"RPL21P23","processed_pseudogene"
"33562","ENSG00000236777",473,"AL157831.1","processed_pseudogene"
"33563","ENSG00000236778",15152,"INTS6-AS1","lncRNA"
"33564","ENSG00000236779",848,"AL512306.1","processed_pseudogene"
"33565","ENSG00000236780",4330,"LINC01829","lncRNA"
"33566","ENSG00000236782",2073,"AL391650.1","protein_coding"
"33567","ENSG00000236783",343,"RPS15AP27","processed_pseudogene"
"33568","ENSG00000236785",866,"SDR42E1P5","processed_pseudogene"
"33569","ENSG00000236786",923,"TSPY15P","unprocessed_pseudogene"
"33570","ENSG00000236790",22322,"LINC00299","lncRNA"
"33571","ENSG00000236791",932,"OR2AI1P","unprocessed_pseudogene"
"33572","ENSG00000236792",443,"AL513175.2","processed_pseudogene"
"33573","ENSG00000236794",255,"BCRP8","processed_pseudogene"
"33574","ENSG00000236795",2145,"AC006004.1","lncRNA"
"33575","ENSG00000236796",1184,"AL157884.3","unprocessed_pseudogene"
"33576","ENSG00000236797",452,"SPA17P1","transcribed_processed_pseudogene"
"33577","ENSG00000236799",344,"LINC02626","lncRNA"
"33578","ENSG00000236800",335,"AC068898.1","lncRNA"
"33579","ENSG00000236801",474,"RPL24P8","processed_pseudogene"
"33580","ENSG00000236803",1645,"SDAD1P4","processed_pseudogene"
"33581","ENSG00000236804",753,"RPS3AP12","processed_pseudogene"
"33582","ENSG00000236806",795,"RPL7AP15","processed_pseudogene"
"33583","ENSG00000236807",317,"AC092066.1","processed_pseudogene"
"33584","ENSG00000236809",834,"SNX25P1","unprocessed_pseudogene"
"33585","ENSG00000236810",3086,"ELOA-AS1","lncRNA"
"33586","ENSG00000236811",998,"GAPDHP2","processed_pseudogene"
"33587","ENSG00000236813",526,"BTF3P8","processed_pseudogene"
"33588","ENSG00000236814",1170,"AC046176.1","processed_pseudogene"
"33589","ENSG00000236816",7880,"ANKRD20A7P","transcribed_unprocessed_pseudogene"
"33590","ENSG00000236817",894,"AL606804.1","lncRNA"
"33591","ENSG00000236818",533,"ARL5AP2","processed_pseudogene"
"33592","ENSG00000236819",3389,"LINC01563","lncRNA"
"33593","ENSG00000236822",222,"NMBR-AS1","lncRNA"
"33594","ENSG00000236823",595,"AL035691.1","lncRNA"
"33595","ENSG00000236824",200,"BCYRN1","scRNA"
"33596","ENSG00000236825",641,"RAB28P2","processed_pseudogene"
"33597","ENSG00000236827",241,"LINC00529","lncRNA"
"33598","ENSG00000236828",293,"DMD-AS3","lncRNA"
"33599","ENSG00000236829",2291,"Z97634.1","transcribed_processed_pseudogene"
"33600","ENSG00000236830",8897,"CBR3-AS1","lncRNA"
"33601","ENSG00000236831",297,"YME1L1P1","unprocessed_pseudogene"
"33602","ENSG00000236832",405,"AC073465.2","processed_pseudogene"
"33603","ENSG00000236833",1471,"AC024560.1","lncRNA"
"33604","ENSG00000236834",1054,"LINC00421","lncRNA"
"33605","ENSG00000236836",275,"PCYT1B-AS1","lncRNA"
"33606","ENSG00000236837",639,"AC139712.3","lncRNA"
"33607","ENSG00000236838",404,"AC090617.2","lncRNA"
"33608","ENSG00000236841",4157,"AC007750.1","lncRNA"
"33609","ENSG00000236842",260,"AC010997.2","lncRNA"
"33610","ENSG00000236844",474,"AC069213.3","processed_pseudogene"
"33611","ENSG00000236846",613,"AL359979.2","lncRNA"
"33612","ENSG00000236847",693,"AC018892.2","unprocessed_pseudogene"
"33613","ENSG00000236848",265,"RPL23AP95","processed_pseudogene"
"33614","ENSG00000236849",1264,"LINC01474","lncRNA"
"33615","ENSG00000236852",1077,"BX322784.1","processed_pseudogene"
"33616","ENSG00000236853",941,"OR2R1P","unitary_pseudogene"
"33617","ENSG00000236854",2141,"AL133244.2","lncRNA"
"33618","ENSG00000236856",549,"AC105393.2","lncRNA"
"33619","ENSG00000236857",553,"RAP1BP1","processed_pseudogene"
"33620","ENSG00000236858",3170,"AL008638.2","lncRNA"
"33621","ENSG00000236859",5112,"NIFK-AS1","lncRNA"
"33622","ENSG00000236860",157,"RPL39P29","processed_pseudogene"
"33623","ENSG00000236861",636,"AC006378.1","lncRNA"
"33624","ENSG00000236862",361,"RPS20P24","processed_pseudogene"
"33625","ENSG00000236863",471,"RPL23AP23","processed_pseudogene"
"33626","ENSG00000236864",153,"AC068295.1","lncRNA"
"33627","ENSG00000236866",1091,"AL157902.1","lncRNA"
"33628","ENSG00000236867",465,"Z98885.1","processed_pseudogene"
"33629","ENSG00000236869",456,"ZKSCAN7-AS1","lncRNA"
"33630","ENSG00000236870",417,"AL121882.1","processed_pseudogene"
"33631","ENSG00000236871",592,"LINC00106","lncRNA"
"33632","ENSG00000236872",325,"PPIAP36","processed_pseudogene"
"33633","ENSG00000236874",404,"AL137078.1","lncRNA"
"33634","ENSG00000236875",654,"DDX11L5","unprocessed_pseudogene"
"33635","ENSG00000236876",135,"TMSB4XP1","processed_pseudogene"
"33636","ENSG00000236877",317,"SETD6P1","processed_pseudogene"
"33637","ENSG00000236878",662,"MTATP6P26","processed_pseudogene"
"33638","ENSG00000236880",335,"Z85995.1","processed_pseudogene"
"33639","ENSG00000236882",2260,"LINC01554","lncRNA"
"33640","ENSG00000236883",461,"AP001615.1","lncRNA"
"33641","ENSG00000236885",1821,"AC018731.1","lncRNA"
"33642","ENSG00000236886",904,"AC007563.2","lncRNA"
"33643","ENSG00000236887",434,"AL357055.2","processed_pseudogene"
"33644","ENSG00000236888",360,"RPS20P5","processed_pseudogene"
"33645","ENSG00000236889",271,"AC244035.2","lncRNA"
"33646","ENSG00000236890",210,"AC016027.5","processed_pseudogene"
"33647","ENSG00000236892",1344,"AL357833.1","lncRNA"
"33648","ENSG00000236893",1226,"ASS1P7","processed_pseudogene"
"33649","ENSG00000236894",1651,"AL160287.1","transcribed_unprocessed_pseudogene"
"33650","ENSG00000236896",402,"AL354726.1","lncRNA"
"33651","ENSG00000236897",869,"AC113331.1","lncRNA"
"33652","ENSG00000236900",256,"TIMM9P1","processed_pseudogene"
"33653","ENSG00000236901",5984,"MIR600HG","lncRNA"
"33654","ENSG00000236905",479,"AC104333.3","processed_pseudogene"
"33655","ENSG00000236907",412,"AC023141.9","unprocessed_pseudogene"
"33656","ENSG00000236908",3004,"LINC02827","lncRNA"
"33657","ENSG00000236909",776,"OR2P1P","unprocessed_pseudogene"
"33658","ENSG00000236911",1506,"AL137789.1","lncRNA"
"33659","ENSG00000236913",450,"AC025750.3","processed_pseudogene"
"33660","ENSG00000236914",2758,"LINC01852","lncRNA"
"33661","ENSG00000236915",2738,"CLCA4-AS1","lncRNA"
"33662","ENSG00000236917",1197,"DNAJA1P2","processed_pseudogene"
"33663","ENSG00000236919",490,"AC109635.1","unprocessed_pseudogene"
"33664","ENSG00000236920",771,"AL590727.1","lncRNA"
"33665","ENSG00000236921",443,"AL157937.1","lncRNA"
"33666","ENSG00000236922",5863,"LINC01378","lncRNA"
"33667","ENSG00000236924",526,"AL162411.1","lncRNA"
"33668","ENSG00000236928",521,"AC008267.4","processed_pseudogene"
"33669","ENSG00000236929",332,"AC112498.1","processed_pseudogene"
"33670","ENSG00000236930",474,"AC099782.1","processed_pseudogene"
"33671","ENSG00000236932",580,"CEACAMP8","unprocessed_pseudogene"
"33672","ENSG00000236935",672,"AP003774.2","lncRNA"
"33673","ENSG00000236936",723,"AL031005.1","lncRNA"
"33674","ENSG00000236937",356,"PTGES3P4","processed_pseudogene"
"33675","ENSG00000236938",446,"AC003092.2","lncRNA"
"33676","ENSG00000236939",513,"BAALC-AS2","lncRNA"
"33677","ENSG00000236940",462,"AL589765.3","processed_pseudogene"
"33678","ENSG00000236941",1360,"AC106872.1","processed_pseudogene"
"33679","ENSG00000236942",353,"AC096533.1","processed_pseudogene"
"33680","ENSG00000236944",366,"CCDC58P2","processed_pseudogene"
"33681","ENSG00000236946",1087,"HNRNPA1P70","processed_pseudogene"
"33682","ENSG00000236948",1095,"AL365255.1","lncRNA"
"33683","ENSG00000236950",595,"LINC01774","lncRNA"
"33684","ENSG00000236951",3181,"AC007359.1","lncRNA"
"33685","ENSG00000236953",440,"ZDHHC20-IT1","lncRNA"
"33686","ENSG00000236956",1596,"NF1P8","unprocessed_pseudogene"
"33687","ENSG00000236957",2140,"AL139010.1","transcribed_unprocessed_pseudogene"
"33688","ENSG00000236958",207,"AC051618.1","lncRNA"
"33689","ENSG00000236959",882,"SULT1D1P","transcribed_unitary_pseudogene"
"33690","ENSG00000236960",228,"AL354695.1","processed_pseudogene"
"33691","ENSG00000236961",348,"AL136131.2","lncRNA"
"33692","ENSG00000236963",4303,"LINC01141","lncRNA"
"33693","ENSG00000236965",934,"OR52N3P","unprocessed_pseudogene"
"33694","ENSG00000236966",472,"AL773545.2","processed_pseudogene"
"33695","ENSG00000236968",597,"AL451164.1","lncRNA"
"33696","ENSG00000236969",532,"GGT8P","unprocessed_pseudogene"
"33697","ENSG00000236972",411,"FABP5P1","processed_pseudogene"
"33698","ENSG00000236973",1000,"GAPDHP51","processed_pseudogene"
"33699","ENSG00000236975",3937,"LINC02814","lncRNA"
"33700","ENSG00000236976",864,"AC091685.2","processed_pseudogene"
"33701","ENSG00000236977",1069,"ANKRD44-IT1","lncRNA"
"33702","ENSG00000236978",276,"AC073873.1","processed_pseudogene"
"33703","ENSG00000236980",881,"C3orf84","protein_coding"
"33704","ENSG00000236981",936,"OR10G9","protein_coding"
"33705","ENSG00000236982",301,"BLOC1S2P1","processed_pseudogene"
"33706","ENSG00000236985",833,"AL121892.1","lncRNA"
"33707","ENSG00000236986",3028,"AL157938.2","lncRNA"
"33708","ENSG00000236987",346,"NDUFA5P8","processed_pseudogene"
"33709","ENSG00000236988",1558,"AL359641.1","processed_pseudogene"
"33710","ENSG00000236989",1262,"AC130710.1","lncRNA"
"33711","ENSG00000236990",2287,"AC025822.2","lncRNA"
"33712","ENSG00000236991",1989,"EDRF1-AS1","lncRNA"
"33713","ENSG00000236992",501,"RPL12P12","processed_pseudogene"
"33714","ENSG00000236993",1010,"GAPDHP21","processed_pseudogene"
"33715","ENSG00000236994",679,"YBX1P9","processed_pseudogene"
"33716","ENSG00000236996",643,"MLIP-IT1","lncRNA"
"33717","ENSG00000236998",1248,"AL354794.2","processed_pseudogene"
"33718","ENSG00000236999",472,"ATP2B2-IT1","lncRNA"
"33719","ENSG00000237000",327,"PTMAP6","processed_pseudogene"
"33720","ENSG00000237001",3656,"WASF3-AS1","lncRNA"
"33721","ENSG00000237002",665,"AL590730.1","lncRNA"
"33722","ENSG00000237003",321,"AC126124.2","processed_pseudogene"
"33723","ENSG00000237004",982,"ZNRF2P1","transcribed_processed_pseudogene"
"33724","ENSG00000237005",280,"HIGD1AP15","processed_pseudogene"
"33725","ENSG00000237007",846,"KRT18P52","processed_pseudogene"
"33726","ENSG00000237008",690,"LAPTM4BP1","processed_pseudogene"
"33727","ENSG00000237009",734,"GLIS3-AS1","lncRNA"
"33728","ENSG00000237011",850,"AL357793.2","lncRNA"
"33729","ENSG00000237013",725,"LINC01812","lncRNA"
"33730","ENSG00000237014",1063,"AC004074.1","processed_pseudogene"
"33731","ENSG00000237015",385,"AL031186.1","lncRNA"
"33732","ENSG00000237016",1232,"AC013410.1","processed_pseudogene"
"33733","ENSG00000237017",4158,"AC245052.4","lncRNA"
"33734","ENSG00000237019",382,"AC004470.1","lncRNA"
"33735","ENSG00000237020",17,"IGHD1-20","IG_D_gene"
"33736","ENSG00000237023",1766,"USP9YP3","unprocessed_pseudogene"
"33737","ENSG00000237024",484,"RPL21P33","processed_pseudogene"
"33738","ENSG00000237025",707,"AL121601.2","processed_pseudogene"
"33739","ENSG00000237026",312,"AC104073.2","processed_pseudogene"
"33740","ENSG00000237027",1171,"AL159174.1","lncRNA"
"33741","ENSG00000237031",3357,"AC008067.1","lncRNA"
"33742","ENSG00000237032",885,"RPSAP7","processed_pseudogene"
"33743","ENSG00000237033",609,"CASP3P1","processed_pseudogene"
"33744","ENSG00000237035",618,"AC020719.1","lncRNA"
"33745","ENSG00000237036",3861,"ZEB1-AS1","lncRNA"
"33746","ENSG00000237037",5206,"NDUFA6-DT","lncRNA"
"33747","ENSG00000237038",1593,"USP17L8","protein_coding"
"33748","ENSG00000237039",210,"AC018738.1","processed_pseudogene"
"33749","ENSG00000237040",250,"DPH3P2","processed_pseudogene"
"33750","ENSG00000237041",414,"AC007679.2","processed_pseudogene"
"33751","ENSG00000237042",132,"MICG","unprocessed_pseudogene"
"33752","ENSG00000237048",1173,"TTTY12","lncRNA"
"33753","ENSG00000237049",354,"RPL34P1","processed_pseudogene"
"33754","ENSG00000237053",1351,"FUCA1P1","processed_pseudogene"
"33755","ENSG00000237054",3194,"PRMT5-AS1","lncRNA"
"33756","ENSG00000237055",1096,"MTCO1P48","processed_pseudogene"
"33757","ENSG00000237057",2956,"LINC02087","lncRNA"
"33758","ENSG00000237058",373,"AL831784.1","lncRNA"
"33759","ENSG00000237061",480,"AC100823.1","lncRNA"
"33760","ENSG00000237062",774,"AL512649.2","lncRNA"
"33761","ENSG00000237063",616,"AL035420.2","lncRNA"
"33762","ENSG00000237064",967,"EIF3IP1","processed_pseudogene"
"33763","ENSG00000237065",913,"NANOGP4","transcribed_processed_pseudogene"
"33764","ENSG00000237068",854,"RPL5P2","processed_pseudogene"
"33765","ENSG00000237070",3743,"AC005550.2","lncRNA"
"33766","ENSG00000237072",530,"AL161727.1","processed_pseudogene"
"33767","ENSG00000237073",395,"AL162727.2","lncRNA"
"33768","ENSG00000237074",1264,"AL596218.1","lncRNA"
"33769","ENSG00000237076",683,"AL035706.1","lncRNA"
"33770","ENSG00000237077",418,"AC105399.1","transcribed_processed_pseudogene"
"33771","ENSG00000237080",2571,"EHMT2-AS1","lncRNA"
"33772","ENSG00000237082",211,"COX5BP6","processed_pseudogene"
"33773","ENSG00000237083",301,"AL162725.1","processed_pseudogene"
"33774","ENSG00000237085",98,"AC127391.1","processed_pseudogene"
"33775","ENSG00000237087",576,"AC068134.2","lncRNA"
"33776","ENSG00000237088",788,"AL163193.1","processed_pseudogene"
"33777","ENSG00000237089",517,"PCNPP4","processed_pseudogene"
"33778","ENSG00000237090",1326,"AL512353.3","processed_pseudogene"
"33779","ENSG00000237092",3118,"LINC01065","lncRNA"
"33780","ENSG00000237094",6204,"AL732372.2","transcribed_unprocessed_pseudogene"
"33781","ENSG00000237099",1006,"GYG1P2","processed_pseudogene"
"33782","ENSG00000237101",1323,"AC092809.4","lncRNA"
"33783","ENSG00000237106",214,"FABP5P15","processed_pseudogene"
"33784","ENSG00000237107",313,"AL591473.1","processed_pseudogene"
"33785","ENSG00000237109",477,"RPL21P111","processed_pseudogene"
"33786","ENSG00000237110",1047,"TAAR9","protein_coding"
"33787","ENSG00000237111",50,"IGHJ3P","IG_J_pseudogene"
"33788","ENSG00000237115",2433,"AL139805.1","processed_pseudogene"
"33789","ENSG00000237118",1547,"CYP2F2P","transcribed_processed_pseudogene"
